accidents,accident_year,first_road_class,first_road_number
2,2018,A,6139
2,2019,B,3390
2,2018,A,2205
2,2020,B,2192
2,2016,B,4036
2,2019,A,6091
2,2016,B,6244
2,2016,B,6351
2,2018,B,940
2,2020,B,4442
2,2019,B,3343
2,2017,B,8033
2,2017,B,4028
2,2016,B,6245
2,2016,A,3039
2,2020,B,4320
2,2016,B,2087
2,2018,B,3079
2,2020,A,3021
2,2019,B,744
2,2018,B,1309
2,2017,B,4459
2,2017,B,3353
2,2017,B,4564
2,2019,B,232
2,2016,A,88
2,2017,B,3236
2,2020,A,6045
2,2016,B,6480
2,2020,Motorway,73
2,2016,B,8049
2,2018,B,1382
2,2016,B,3173
2,2017,A,985
2,2018,B,9015
2,2018,B,9119
2,2017,B,922
2,2016,B,1336
2,2017,B,8028
2,2019,A,6137
2,2020,B,5045
2,2017,B,4032
2,2016,B,3017
2,2017,B,5099
2,2016,A,155
2,2018,B,540
2,2018,B,4041
2,2017,A,873
2,2018,B,6384
2,2017,B,4575
2,2020,B,2201
2,2017,B,8063
2,2017,B,915
2,2019,B,6322
2,2018,B,6137
2,2016,B,4188
2,2017,B,6173
2,2018,B,4141
2,2019,B,3075
2,2020,A,4102
2,2017,A,1090
2,2017,A,4218
2,2020,A,4221
2,2019,B,6524
2,2017,A,4004
2,2018,B,1080
2,2020,B,895
2,2018,B,6277
2,2018,B,6186
2,2016,A,5052
2,2017,B,3512
2,2020,A,2037
2,2017,B,4343
2,2020,A,4217
2,2016,A,2700
2,2019,B,969
2,2016,B,9101
2,2017,B,3398
2,2018,B,8039
2,2018,B,2012
2,2016,B,5245
2,2019,B,4155
2,2017,B,6008
2,2016,B,3341
2,2016,B,2193
2,2018,B,3327
2,2017,B,1074
2,2018,B,2137
2,2017,B,4076
2,2017,B,2082
2,2018,B,6056
2,2019,B,4347
2,2016,B,1265
2,2019,B,5420
2,2020,A,1099
2,2017,B,4536
2,2019,B,4503
2,2018,B,4439
2,2018,B,5197
2,2019,B,3028
2,2017,A,634
2,2020,B,4187
2,2016,B,6475
2,2017,B,1368
2,2019,B,206
2,2016,B,6430
2,2018,B,4555
2,2019,B,161
2,2017,A,4143
2,2016,B,3329
2,2016,A,1210
2,2017,B,3168
2,2019,A,8004
2,2018,B,773
2,2019,B,4584
2,2017,B,746
2,2020,B,6465
2,2020,B,2118
2,2019,B,1436
2,2020,B,6420
2,2016,B,5135
2,2020,B,974
2,2016,B,5257
2,2017,A,4301
2,2018,B,4032
2,2016,A,807
2,2017,B,978
2,2018,B,849
2,2016,B,4399
2,2018,B,1448
2,2016,A,1148
2,2016,B,3311
2,2020,B,5090
2,2016,B,6413
2,2019,B,5278
2,2018,B,6461
2,2020,A,5053
2,2020,B,469
2,2017,B,187
2,2020,B,1381
2,2018,B,367
2,2020,A,4066
2,2018,B,5704
2,2020,B,2034
2,2017,B,1160
2,2020,B,2046
2,2019,B,6205
2,2017,B,1258
2,2018,B,2014
2,2019,B,1264
2,2019,B,6176
2,2019,B,797
2,2018,B,9002
2,2018,B,303
2,2019,B,4133
2,2017,B,9031
2,2018,A,822
2,2016,B,578
2,2020,B,1240
2,2017,B,289
2,2020,B,979
2,2020,B,5243
2,2016,B,6274
2,2018,B,264
2,2020,A,4313
2,2016,B,4521
2,2016,B,3136
2,2016,B,1416
2,2016,B,4510
2,2017,B,211
2,2017,B,312
2,2019,B,5245
2,2016,B,4222
2,2020,A,1150
2,2018,B,4503
2,2016,B,6031
2,2020,B,404
2,2018,B,5398
2,2019,B,182
2,2018,B,5209
2,2020,A,4501
2,2018,A,5065
2,2017,B,5243
2,2016,B,1239
2,2020,B,5264
2,2018,B,7016
2,2019,B,1385
2,2019,B,1082
2,2018,B,5461
2,2016,A,789
2,2020,A,5192
2,2018,B,2155
2,2019,B,2007
2,2020,B,5125
2,2018,B,2086
2,2020,B,4396
2,2017,B,2004
2,2017,B,6311
2,2018,B,663
2,2020,B,4257
2,2020,A,569
2,2017,A,5055
2,2018,A,5018
2,2016,B,5134
2,2020,B,513
2,2017,B,1197
2,2016,B,1331
2,2020,B,5081
2,2020,B,572
2,2019,B,3045
2,2017,B,708
2,2019,B,1394
2,2016,A,4156
2,2017,B,4280
2,2018,B,5157
2,2019,A,817
2,2017,B,3391
2,2017,B,4065
2,2019,B,4065
2,2016,B,1122
2,2016,B,2218
2,2017,B,2227
2,2018,B,4394
2,2017,A,3032
2,2020,B,4219
2,2017,B,2220
2,2017,B,1359
2,2020,B,1375
2,2019,B,2124
2,2017,A,978
2,2016,B,5345
2,2016,B,727
2,2020,B,3043
2,2016,A,395
2,2017,A,5090
2,2016,B,4213
2,2020,B,3408
2,2019,B,2220
2,2017,B,3018
2,2017,B,1152
2,2020,B,1017
2,2018,A,5105
2,2017,B,4260
2,2016,B,1006
2,2020,B,740
2,2016,B,8020
2,2018,B,4548
2,2017,B,4639
2,2020,B,5295
2,2017,B,957
2,2018,B,4325
2,2018,A,1099
2,2020,B,5133
2,2018,B,5388
2,2020,B,730
2,2016,B,3188
2,2018,B,5342
2,2017,B,791
2,2018,B,6112
2,2016,B,4638
2,2017,B,4342
2,2020,B,168
2,2017,B,9097
2,2017,A,6026
2,2016,A,928
2,2017,A,957
2,2017,B,1430
2,2018,B,128
2,2020,B,7023
2,2018,B,962
2,2017,B,5302
2,2017,A,4215
2,2020,A,1204
2,2016,B,6343
2,2016,B,5277
2,2017,B,4162
2,2020,B,2106
2,2020,A,3026
2,2020,B,6170
2,2018,B,5359
2,2016,B,6368
2,2017,B,5397
2,2020,B,1434
2,2018,B,842
2,2019,B,6120
2,2019,B,216
2,2019,B,456
2,2016,B,1385
2,2017,B,4362
2,2016,B,5479
2,2017,B,5224
2,2020,B,4633
2,2019,B,4359
2,2016,B,3236
2,2018,B,1436
2,2020,B,3075
2,2020,A,4244
2,2018,B,6236
2,2020,A,5135
2,2019,B,314
2,2019,B,1417
2,2020,B,3395
2,2020,B,1391
2,2016,B,6223
2,2019,A,6086
2,2018,B,6234
2,2020,A,4234
2,2018,B,4346
2,2020,B,3342
2,2019,B,6434
2,2020,B,4155
2,2016,B,5398
2,2016,B,1339
2,2020,B,321
2,2020,B,5353
2,2018,B,4266
2,2018,B,4342
2,2019,B,169
2,2019,B,4268
2,2020,A,1194
2,2019,A,3065
2,2020,B,774
2,2016,B,905
2,2019,B,4395
2,2018,B,908
2,2020,A,934
2,2016,B,3344
2,2018,A,928
2,2020,B,4088
2,2016,B,1279
2,2017,A,5156
2,2016,B,34
2,2017,B,8049
2,2019,B,414
2,2020,B,1374
2,2020,A,1043
2,2019,B,4529
2,2019,A,8082
2,2018,B,4341
2,2020,B,6302
2,2016,B,5097
2,2020,A,5050
2,2019,A,6099
2,2020,B,1048
2,2018,B,4283
2,2016,B,1411
2,2020,B,6080
2,2018,A,4214
2,2020,B,1105
2,2016,A,6020
2,2019,B,1444
2,2020,A,5048
2,2019,B,6151
2,2016,B,6152
2,2017,B,755
2,2019,B,9163
2,2017,B,895
2,2016,B,6127
2,2016,B,7085
2,2016,A,763
2,2020,B,3373
2,2017,A,812
2,2019,B,4466
2,2016,A,1103
2,2017,B,1091
2,2019,B,6269
2,2018,B,1553
2,2020,B,2199
2,2018,A(M),627
2,2016,A,745
2,2016,B,4163
2,2020,B,970
2,2017,A,6539
2,2019,A,1103
2,2018,B,3417
2,2018,B,1
2,2019,B,4115
2,2018,B,3010
2,2019,A,8011
2,2016,B,6007
2,2019,B,3002
2,2016,B,6454
2,2017,B,4167
2,2020,B,6094
2,2017,A,499
2,2016,B,5148
2,2019,A,1172
2,2019,B,2235
2,2020,B,2203
2,2020,A,1076
2,2018,A,991
2,2019,B,5472
2,2018,B,8058
2,2019,B,4427
2,2018,B,3343
2,2018,A,292
2,2018,B,6358
2,2019,B,3269
2,2016,A,827
2,2016,B,6196
2,2018,B,983
2,2017,B,6397
2,2020,B,486
2,2020,B,7059
2,2017,B,3293
2,2018,A,4242
2,2018,B,1314
2,2019,B,6285
2,2017,B,1141
2,2016,B,1448
2,2020,B,3253
2,2017,B,8048
2,2018,A,5068
2,2016,B,1162
2,2018,B,4638
2,2016,B,2075
2,2020,B,1361
2,2016,B,1057
2,2016,B,6192
2,2016,B,1155
2,2016,B,3065
2,2017,B,800
2,2016,B,5078
2,2020,A,490
2,2019,B,6230
2,2018,A,5185
2,2018,B,9117
2,2020,B,4026
2,2019,A,919
2,2017,A,4046
2,2018,B,6105
2,2017,A,4126
2,2016,B,4189
2,2019,B,2179
2,2016,B,4255
2,2017,B,3140
2,2019,A,806
2,2016,B,4299
2,2018,A,913
2,2018,B,2126
2,2017,B,6246
2,2018,B,2042
2,2016,B,773
2,2017,B,3403
2,2016,B,1408
2,2018,B,863
2,2017,B,4316
2,2019,B,4043
2,2019,B,6190
2,2017,B,4548
2,2020,B,2002
2,2017,A,4221
2,2020,B,219
2,2017,A,916
2,2017,B,4558
2,2020,B,6001
2,2018,B,668
2,2018,A,887
2,2016,B,777
2,2017,A,2201
2,2018,B,2063
2,2017,B,6122
2,2020,B,1440
2,2020,B,6114
2,2017,B,7080
2,2018,A,820
2,2020,B,1039
2,2017,B,1016
2,2018,B,5424
2,2016,A,873
2,2018,A,498
2,2019,B,5137
2,2017,B,6119
2,2017,B,4346
2,2020,B,5138
2,2017,A,1038
2,2019,A,873
2,2020,A,1176
2,2017,A,6086
2,2020,A,3121
2,2017,B,4186
2,2020,B,3285
2,2017,B,6034
2,2018,A,1007
2,2017,A,190
2,2017,B,1522
2,2016,B,6083
2,2020,B,6469
2,2019,B,5050
2,2018,B,679
2,2018,A,5011
2,2018,B,1065
2,2020,B,111
2,2019,B,1395
2,2020,A,1302
2,2020,B,6309
2,2016,B,2234
2,2018,B,628
2,2020,B,2111
2,2019,B,6252
2,2019,B,3421
2,2020,B,6018
2,2020,B,2012
2,2020,B,978
2,2019,B,1241
2,2016,A,982
2,2017,A,2290
2,2018,B,3326
2,2020,A,4421
2,2020,Motorway,67
2,2018,B,459
2,2019,B,4162
2,2019,B,799
2,2018,B,2075
2,2019,B,976
2,2017,B,7070
2,2017,A,4214
2,2019,B,5237
2,2020,A,5093
2,2016,A,5056
2,2018,B,5230
2,2019,B,9093
2,2017,B,6462
2,2019,B,491
2,2019,A,746
2,2020,B,4141
2,2018,B,5079
2,2017,A(M),308
2,2019,B,4231
2,2019,B,5016
2,2018,B,5208
2,2020,B,3304
2,2018,B,4357
2,2018,B,373
2,2018,B,1201
2,2019,A,1087
2,2016,B,4252
2,2019,B,4463
2,2017,B,250
2,2016,B,5186
2,2018,B,4001
2,2019,A,3121
2,2017,A,4007
2,2017,B,691
2,2020,B,4630
2,2018,B,1178
2,2019,A,479
2,2017,B,1524
2,2020,B,1012
2,2018,A,716
2,2018,B,3190
2,2020,B,4221
2,2019,B,5134
2,2016,B,4120
2,2019,B,316
2,2019,B,5044
2,2020,B,6137
2,2017,B,4580
2,2020,B,6128
2,2016,B,144
2,2019,A,6063
2,2019,A,2026
2,2020,B,6380
2,2018,B,6000
2,2020,A(M),627
2,2018,B,5350
2,2020,A,654
2,2020,B,1321
2,2020,B,2178
2,2020,B,3217
2,2018,A,722
2,2018,B,1322
2,2019,B,4521
2,2017,B,5143
2,2017,B,3150
2,2017,B,5405
2,2020,B,530
2,2019,B,1355
2,2016,A,6129
2,2018,B,3162
2,2017,B,2210
2,2016,A,4185
2,2019,B,5143
2,2018,B,931
2,2019,A,1150
2,2016,B,6164
2,2020,A,971
2,2020,B,5023
2,2018,B,3123
2,2019,B,725
2,2018,B,2174
2,2020,B,4220
2,2017,B,4598
2,2020,A,6194
2,2018,B,669
2,2019,B,5274
2,2017,A,822
2,2019,A(M),308
2,2016,B,1299
2,2016,B,4152
2,2016,A,5480
2,2018,B,2204
2,2016,B,4442
2,2018,A,841
2,2019,B,4635
2,2018,B,6171
2,2019,B,5160
2,2016,A,891
2,2019,B,2015
2,2016,B,5250
2,2019,B,2260
2,2017,A,101
2,2016,B,1374
2,2018,A,2033
2,2020,B,4512
2,2019,B,4630
2,2017,A,972
2,2020,B,3080
2,2018,B,4085
2,2018,A,965
2,2018,B,5476
2,2019,B,3084
2,2017,A,846
2,2019,B,6373
2,2017,B,722
2,2019,B,4219
2,2018,B,1317
2,2019,B,211
2,2019,A,781
2,2019,A,1204
2,2019,B,1260
2,2017,B,4510
2,2020,A,819
2,2016,B,4103
2,2019,B,5205
2,2019,B,4482
2,2019,B,4216
2,2016,B,5202
2,2016,B,1111
2,2018,B,1423
2,2016,B,6186
2,2020,B,1069
2,2016,B,916
2,2017,B,4397
2,2017,B,4020
2,2018,A,6021
2,2017,B,5377
2,2020,B,741
2,2018,B,6102
2,2017,Motorway,49
2,2019,B,4549
2,2017,A,802
2,2019,A,4281
2,2019,B,954
2,2019,A,4159
2,2020,B,7008
2,2019,B,1305
2,2018,A,2037
2,2017,B,1408
2,2016,B,723
2,2019,B,301
2,2016,B,746
2,2020,B,4261
2,2020,A,2026
2,2016,A,5033
2,2019,B,6041
2,2020,A,837
2,2018,B,805
2,2019,B,7086
2,2018,B,578
2,2018,B,4313
2,2018,B,216
2,2020,B,1534
2,2019,B,4340
2,2017,B,9176
2,2018,B,4392
2,2016,B,844
2,2018,B,9165
2,2016,B,4635
2,2019,B,6306
2,2017,B,6156
2,2018,B,1532
2,2019,B,1086
2,2017,B,2237
2,2016,B,942
2,2019,B,400
2,2016,A,5020
2,2016,B,3087
2,2016,B,4463
2,2020,B,6169
2,2016,B,3226
2,2016,B,1441
2,2017,B,5407
2,2017,B,4405
2,2016,B,3041
2,2018,B,1370
2,2020,A,830
2,2017,B,4366
2,2019,B,966
2,2020,B,5240
2,2019,B,6436
2,2020,A,913
2,2017,B,1357
2,2018,A,2154
2,2019,B,4569
2,2018,A,863
2,2018,B,1506
2,2020,B,5319
2,2016,B,1445
2,2017,B,5147
2,2017,B,1178
2,2018,B,6918
2,2017,A,7066
2,2019,B,6427
2,2016,A,1090
2,2018,A,333
2,2017,B,372
2,2018,B,101
2,2019,B,7080
2,2016,B,658
2,2020,B,4319
2,2016,B,1453
2,2016,B,6297
2,2019,B,6362
2,2016,B,2198
2,2016,A,5187
2,2020,B,4281
2,2016,A,5072
2,2019,A,261
2,2019,B,1531
2,2020,A,5008
2,2020,A,6186
2,2019,B,876
2,2019,B,1198
2,2018,B,9113
2,2017,A,824
2,2019,A,544
2,2020,A,8011
2,2018,B,3196
2,2017,B,3261
2,2019,B,111
2,2016,B,3216
2,2020,B,788
2,2018,B,4195
2,2018,A,6107
2,2020,B,6008
2,2018,B,4579
2,2020,B,8033
2,2020,B,939
2,2018,B,1315
2,2018,B,1434
2,2020,A,4137
2,2016,A,855
2,2016,B,1087
2,2018,B,6206
2,2016,B,121
2,2020,B,5097
2,2020,B,6143
2,2016,B,9039
2,2019,B,3141
2,2020,B,704
2,2018,B,2031
2,2019,A,687
2,2018,A(M),64
2,2017,B,6094
2,2016,A,5066
2,2016,B,6445
2,2017,A,981
2,2016,A,5060
2,2017,A,5143
2,2016,B,387
2,2020,B,4598
2,2020,B,4568
2,2018,B,9030
2,2018,B,933
2,2018,B,7054
2,2016,B,960
2,2018,B,5428
2,2020,B,5282
2,2016,A,471
2,2016,A,824
2,2016,B,1333
2,2019,B,5270
2,2020,A,813
2,2020,A,6026
2,2020,B,5099
2,2016,B,2227
2,2018,A,5000
2,2016,A,897
2,2020,B,4620
2,2018,B,4104
2,2020,B,3003
2,2016,B,1201
2,2020,A,965
2,2016,B,1084
2,2017,B,1263
2,2020,B,3384
2,2020,A,4242
2,2016,B,8030
2,2017,B,1054
2,2016,B,2082
2,2017,B,139
2,2016,A,831
2,2017,B,881
2,2020,B,5235
2,2017,B,6298
2,2019,B,3249
2,2019,B,1359
2,2019,B,933
2,2019,A,4640
2,2020,B,3190
2,2019,B,3292
2,2016,B,2138
2,2017,B,3108
2,2016,B,5373
2,2017,B,5355
2,2016,B,4572
2,2020,B,322
2,2019,B,1328
2,2016,A,6186
2,2018,B,309
2,2020,B,359
2,2019,B,771
2,2016,B,4500
2,2020,B,211
2,2020,B,3175
2,2020,B,757
2,2016,B,4092
2,2016,B,5187
2,2020,A,1078
2,2018,B,9163
2,2020,A,5009
2,2016,B,5385
2,2016,B,4107
2,2020,B,4256
2,2018,B,1350
2,2018,B,6012
2,2017,B,4325
2,2019,A,875
2,2018,B,756
2,2016,B,4526
2,2019,B,3177
2,2020,B,4394
2,2019,A,3033
2,2020,B,4193
2,2016,A,5185
2,2020,B,2113
2,2017,B,3309
2,2019,B,6419
2,2017,B,6418
2,2016,B,933
2,2016,B,1088
2,2020,B,1052
2,2020,B,4232
2,2017,A,4141
2,2019,A,1090
2,2018,A,1054
2,2019,B,955
2,2017,B,6035
2,2019,B,4586
2,2017,B,169
2,2019,B,4352
2,2017,A,5184
2,2017,B,3080
2,2020,B,4188
2,2018,Motorway,48
2,2020,B,401
2,2018,B,6382
2,2019,B,3326
2,2016,B,7026
2,2018,B,321
2,2017,B,1417
2,2016,B,5428
2,2016,B,6354
2,2019,B,5078
2,2020,B,6087
2,2018,B,7010
2,2018,B,758
2,2018,B,5038
2,2018,B,6146
2,2016,A,5048
2,2020,A,3073
2,2016,B,576
2,2018,B,2144
2,2019,B,6301
2,2016,B,927
2,2020,B,4015
2,2020,B,3193
2,2018,B,5490
2,2020,B,6536
2,2016,B,707
2,2018,A,6186
2,2018,B,572
2,2018,A,875
2,2016,B,9124
2,2018,B,5193
2,2018,B,2029
2,2017,A,3065
2,2017,B,9007
2,2016,B,5441
2,2019,B,571
2,2019,B,9157
2,2018,A,1213
2,2016,B,6286
2,2019,A,5206
2,2016,B,5249
2,2016,B,1209
2,2020,B,6150
2,2018,B,874
2,2018,B,986
2,2018,B,724
2,2016,B,6259
2,2016,B,4375
2,2016,B,3325
2,2019,B,9124
2,2017,B,6191
2,2019,B,9161
2,2016,A,4640
2,2019,B,895
2,2017,B,7057
2,2020,B,4119
2,2016,A,4501
2,2016,B,4300
2,2018,B,6414
2,2020,B,7083
2,2016,B,6205
2,2016,B,3099
2,2017,B,3003
2,2017,A,994
2,2018,B,5032
2,2016,A,865
2,2020,A,543
2,2018,B,5160
2,2016,B,572
2,2019,B,922
2,2019,B,4196
2,2019,A,439
2,2020,B,1227
2,2017,B,5264
2,2020,B,3186
2,2020,A,4223
2,2019,B,1218
2,2018,B,3018
2,2020,B,4508
2,2018,A,3030
2,2019,B,4068
2,2017,A,982
2,2019,B,6345
2,2019,B,777
2,2016,B,7002
2,2019,B,4437
2,2020,A,2201
2,2016,B,3391
2,2020,A,4536
2,2016,A,6027
2,2016,B,5144
2,2017,A,3079
2,2020,A,4120
2,2019,B,1083
2,2020,B,4195
2,2018,B,6219
2,2018,B,1160
2,2020,B,1074
2,2016,B,932
2,2019,B,4397
2,2016,B,4046
2,2017,A,6112
2,2018,B,1121
2,2019,B,4120
2,2018,B,1523
2,2020,B,2092
2,2016,B,4170
2,2018,B,1452
2,2019,A,978
2,2018,B,3404
2,2018,B,680
2,2018,B,1209
2,2016,B,1169
2,2018,B,4047
2,2018,A,179
2,2020,B,1400
2,2016,A,1007
2,2019,B,942
2,2018,B,2117
2,2017,B,4133
2,2016,B,9097
2,2020,B,5477
2,2016,B,6546
2,2017,B,6083
2,2019,B,1121
2,2019,A,486
2,2018,B,9032
2,2019,B,3110
2,2018,A,1149
2,2016,B,6521
2,2020,A,741
2,2019,B,7038
2,2017,B,3065
2,2018,B,1325
2,2016,B,3196
2,2017,A,1150
2,2018,B,4143
2,2020,B,1041
2,2019,A,5156
2,2018,B,587
2,2019,B,2042
2,2018,A,824
2,2020,B,185
2,2019,B,980
2,2016,B,1041
2,2019,A,837
2,2019,B,2246
2,2016,B,954
2,2020,B,4640
2,2017,B,3352
2,2016,B,3166
2,2019,B,1365
2,2020,B,5047
2,2016,B,6299
2,2020,B,9174
2,2017,B,1124
2,2020,A,4071
2,2020,B,6246
2,2020,B,5339
2,2019,B,1345
2,2016,A,4172
2,2018,A,5134
2,2019,A,967
2,2019,A,889
2,2016,B,753
2,2019,B,5416
2,2017,B,11
2,2019,A,3051
2,2016,B,6377
2,2018,B,9176
2,2020,B,6213
2,2016,A,2040
2,2018,A,838
2,2018,A,526
2,2018,B,9132
2,2017,B,6264
2,2019,B,5293
2,2016,A,5011
2,2017,A,3026
2,2016,B,3277
2,2017,B,6001
2,2020,A,433
2,2016,B,4503
2,2016,B,4344
2,2017,B,3163
2,2020,B,3017
2,2019,B,3087
2,2017,A,5046
2,2020,B,4340
2,2016,A,384
2,2016,A,5137
2,2016,B,6081
2,2020,B,4273
2,2019,B,6449
2,2016,B,6176
2,2020,B,4181
2,2018,B,1269
2,2019,A,3031
2,2019,B,5444
2,2019,A,5013
2,2020,B,6543
2,2018,A,1242
2,2019,A,2040
2,2016,B,6325
2,2016,B,3387
2,2020,A,952
2,2019,B,1447
2,2016,B,4014
2,2019,B,373
2,2017,A,3062
2,2016,B,4141
2,2019,B,6274
2,2017,A,1053
2,2019,B,146
2,2017,B,6275
2,2020,B,6244
2,2018,B,6269
2,2016,B,4394
2,2019,B,6267
2,2018,B,4162
2,2020,B,8062
2,2016,B,692
2,2016,B,6224
2,2020,B,6221
2,2017,B,488
2,2018,B,812
2,2019,B,4367
2,2017,B,3120
2,2020,A,916
2,2019,A,743
2,2017,B,3069
2,2018,B,4358
2,2019,B,2450
2,2020,A,1341
2,2020,B,691
2,2017,B,4586
2,2017,B,5424
2,2019,B,2229
2,2020,B,1196
2,2017,B,4012
2,2017,B,3269
2,2019,Motorway,49
2,2020,A,5186
2,2016,B,232
2,2017,B,8008
2,2018,A,844
2,2017,A,1149
2,2016,B,5086
2,2016,B,6344
2,2019,B,4081
2,2018,A,5022
2,2019,B,4298
2,2017,B,6141
2,2020,B,4562
2,2020,B,1182
2,2019,B,4299
2,2019,B,4036
2,2018,A,1103
2,2018,B,6097
2,2018,B,816
2,2016,B,6171
2,2016,B,5065
2,2019,B,3342
2,2018,A(M),823
2,2019,B,3147
2,2018,B,3370
2,2016,A,4218
2,2019,B,2087
2,2016,B,4392
2,2016,B,1264
2,2019,B,3051
2,2019,B,1131
2,2018,B,4209
2,2020,B,6358
2,2020,B,1225
2,2018,B,3146
2,2020,B,4206
2,2018,A,1049
2,2019,A,3087
2,2016,B,1071
2,2019,B,5285
2,2019,B,3331
2,2016,B,6452
2,2019,A,1054
2,2018,B,6069
2,2019,B,9125
2,2017,B,5426
2,2020,B,9099
2,2016,A,967
2,2017,B,773
2,2018,B,725
2,2016,B,1167
2,2018,A,4065
2,2019,B,1535
2,2019,B,8028
2,2019,B,513
2,2017,B,970
2,2019,B,1152
2,2016,B,2088
2,2016,B,1136
2,2019,A,848
2,2020,B,1304
2,2019,B,2045
2,2018,B,2450
2,2018,B,5444
2,2019,B,6138
2,2016,B,1051
2,2020,B,5236
2,2018,B,4026
2,2019,B,5177
2,2017,B,5296
2,2018,B,208
2,2016,B,185
2,2019,B,3041
2,2017,B,1420
2,2020,B,274
2,2017,B,4285
2,2020,A,1144
2,2020,B,6108
2,2020,B,667
2,2020,A,3066
2,2019,B,1391
2,2016,B,5083
2,2016,B,8058
2,2018,B,709
2,2018,B,4509
2,2018,B,3114
2,2016,B,3046
2,2018,B,1501
2,2018,B,4571
2,2017,B,4071
2,2016,B,920
2,2019,A,922
2,2017,B,6383
2,2018,B,2430
2,2017,B,1347
2,2020,B,4447
2,2018,B,1400
2,2020,A,3259
2,2019,B,478
2,2019,B,1035
2,2020,B,1084
2,2016,B,6068
2,2020,B,3378
2,2016,B,5420
2,2016,B,5047
2,2016,A(M),48
2,2018,B,5228
2,2019,B,4187
2,2018,A,3079
2,2016,B,1080
2,2020,B,4183
2,2019,B,2084
2,2016,A,896
2,2016,B,4174
2,2017,B,9155
2,2017,B,3387
2,2020,A,924
2,2020,A,722
2,2018,B,6473
2,2017,B,3043
2,2018,B,3359
2,2019,B,3345
2,2017,B,4189
2,2019,A,2029
2,2020,B,1091
2,2019,B,4507
2,2020,B,9165
2,2018,A,4198
2,2020,A,4081
2,2017,B,1241
2,2018,B,1516
2,2018,B,1164
2,2019,B,4636
2,2018,B,3163
2,2019,A,1021
2,2018,A,747
2,2017,B,6249
2,2016,A,5195
2,2016,B,6306
2,2019,B,6083
2,2017,B,2199
2,2016,B,2183
2,2019,A,984
2,2020,B,101
2,2020,Motorway,48
2,2017,B,5068
2,2020,B,4504
2,2019,B,6239
2,2018,B,400
2,2016,B,3060
2,2019,B,5417
2,2016,B,4379
2,2020,B,7033
2,2017,B,182
2,2016,B,4350
2,2017,A,910
2,2018,B,1141
2,2017,A,704
2,2020,B,4556
2,2017,B,704
2,2018,B,4161
2,2020,B,6524
2,2020,B,1122
2,2020,B,6112
2,2018,B,9025
2,2020,B,6443
2,2018,B,4521
2,2016,B,146
2,2016,A,4620
2,2020,B,2227
2,2016,B,4235
2,2020,B,4291
2,2019,A,932
2,2020,A,1072
2,2020,B,3136
2,2019,B,1340
2,2017,A,6139
2,2016,B,237
2,2016,B,6025
2,2019,B,4106
2,2019,A,896
2,2017,B,6412
2,2016,B,1263
2,2020,B,6120
2,2017,A,5011
2,2018,B,4247
2,2016,B,9033
2,2018,B,2176
2,2018,B,5115
2,2019,B,3186
2,2018,B,4205
2,2019,A,957
2,2019,B,5429
2,2018,A,6116
2,2020,B,3038
2,2018,B,4442
2,2017,B,7064
2,2019,A,716
2,2020,A,6048
2,2020,A,3078
2,2019,B,3231
2,2018,B,5441
2,2016,B,6285
2,2020,A,5505
2,2020,B,5066
2,2020,A,5005
2,2016,B,7079
2,2018,B,1006
2,2016,A,1022
2,2019,A,5029
2,2017,A,531
2,2020,B,1107
2,2020,B,4525
2,2017,B,4389
2,2019,B,6074
2,2019,B,9077
2,2019,B,7010
2,2020,B,277
2,2018,B,7037
2,2017,B,6431
2,2019,B,1159
2,2020,B,4202
2,2016,A,903
2,2016,B,1337
2,2018,A,978
2,2020,A,6157
2,2019,B,4385
2,2020,B,717
2,2019,A,820
2,2018,B,4196
2,2016,B,1518
2,2017,B,1159
2,2018,A,1179
2,2017,B,4130
2,2017,B,5101
2,2020,B,1437
2,2018,A,2300
2,2018,B,3084
2,2019,B,202
2,2016,A,850
2,2016,B,233
2,2020,B,170
2,2018,B,2208
2,2019,B,4506
2,2018,A,6093
2,2020,A,1235
2,2019,B,4354
2,2019,B,1462
2,2018,B,4428
2,2020,B,3374
2,2016,B,5342
2,2020,B,7068
2,2019,B,3280
2,2018,B,1444
2,2016,A,975
2,2019,B,4248
2,2018,B,6077
2,2020,A,5071
2,2020,B,4355
2,2020,B,2138
2,2019,B,2217
2,2017,A,549
2,2016,B,1507
2,2018,B,469
2,2016,A(M),14
2,2018,A,7066
2,2017,B,4310
2,2018,B,957
2,2016,B,301
2,2017,A,545
2,2020,A,6040
2,2019,B,6377
2,2020,B,6387
2,2018,B,6192
2,2019,B,6012
2,2019,B,5300
2,2020,A,3032
2,2019,B,4047
2,2016,A,4081
2,2018,B,965
2,2016,B,1454
2,2018,B,960
2,2019,B,4526
2,2020,B,5266
2,2016,B,389
2,2016,B,1187
2,2018,B,4260
2,2016,B,9176
2,2018,B,7011
2,2018,B,4155
2,2018,A,6079
2,2017,B,523
2,2018,A,5108
2,2017,B,4322
2,2017,B,590
2,2020,A,2205
2,2016,B,4047
2,2017,B,3101
2,2020,B,4296
2,2020,B,4595
2,2017,B,4180
2,2017,B,157
2,2019,A,6026
2,2017,B,3289
2,2016,B,5230
2,2020,B,3405
2,2016,B,4202
2,2020,A,2207
2,2018,B,6525
2,2016,B,5122
2,2016,B,8052
2,2020,B,488
2,2019,B,5213
2,2016,B,9134
2,2017,B,6379
2,2020,A,6124
2,2019,A,1019
2,2018,A,5207
2,2016,B,1506
